CPT_Code,CPT_Label
43107,"Total or near total esophagectomy, without thoracotomy; with pharyngogastrostomy or cervical esophagogastrostomy, with or without pyloroplasty (transhiatal)"
1014050,"Excision, trochanteric pressure ulcer, in preparation for muscle or myocutaneous flap or skin graft closure"
29355,Application of long leg cast (thigh to toes); walker or ambulatory type
1006260,Shunting Procedures on the Heart and Pericardium
26433,"Repair of extensor tendon, distal insertion, primary or secondary; without graft (eg, mallet finger)"
4134F,Antihistamines or decongestants neither prescribed nor recommended (OME)
1019317,"Hemoglobin, quantitative, transcutaneous, per day"
76812,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)"
1011705,Thyroxine
47362,Management of liver hemorrhage; re-exploration of hepatic wound for removal of packing
44820,Excision of lesion of mesentery (separate procedure)
59812,"Treatment of incomplete abortion, any trimester, completed surgically"
1004982,Amputation Procedures on the Pelvis and Hip Joint
1008944,Antepartum and Fetal Invasive Services for Maternity Care and Delivery
1020901,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator
90716,"Varicella virus vaccine (VAR), live, for subcutaneous use"
61108,"Twist drill hole(s) for subdural, intracerebral, or ventricular puncture; for evacuation and/or drainage of subdural hematoma"
51555,"Cystectomy, partial; complicated (eg, postradiation, previous surgery, difficult location)"
9006F,Symptomatic carotid stenosis: Ipsilateral carotid territory TIA or stroke less than 120 days prior to procedure (NMA-No Measure Associated)
84510,Tyrosine
72285,"Discography, cervical or thoracic, radiological supervision and interpretation"
1018169,Other Diagnostic Gastroenterology Procedures
1014982,History of Present Illness
26705,"Closed treatment of metacarpophalangeal dislocation, single, with manipulation; requiring anesthesia"
35311,"Thromboendarterectomy, including patch graft, if performed; subclavian, innominate, by thoracic incision"
1015079,Exploration of Epididymis
1010228,Endolymphatic sac operation
0458T,Removal of permanently implantable aortic counterpulsation ventricular assist system; subcutaneous electrode
61546,"Craniotomy for hypophysectomy or excision of pituitary tumor, intracranial approach"
1021149,"Pleural drainage, percutaneous, with insertion of indwelling catheter"
1008725,Destruction Procedures on the Vagina
76506,"Echoencephalography, real time with image documentation (gray scale) (for determination of ventricular size, delineation of cerebral contents, and detection of fluid masses or other intracranial abnormalities), including A-mode encephalography as secondary component where indicated"
3072F,Low risk for retinopathy (no evidence of retinopathy in the prior year) (DM)
1014988,Add-on Codes (Medicine)
1027643,Subsequent Observation Care (Add-on Table)
64893,"Nerve graft (includes obtaining graft), single strand, arm or leg; more than 4 cm length"
24134,"Sequestrectomy (eg, for osteomyelitis or bone abscess), shaft or distal humerus"
23660,Open treatment of acute shoulder dislocation
92553,Pure tone audiometry (threshold); air and bone
80502,"Clinical pathology consultation; comprehensive, for a complex diagnostic problem, with review of patient's history and medical records"
57720,"Trachelorrhaphy, plastic repair of uterine cervix, vaginal approach"
84431,"Thromboxane metabolite(s), including thromboxane if performed, urine"
58825,"Transposition, ovary(s)"
75825,"Venography, caval, inferior, with serialography, radiological supervision and interpretation"
21320,Closed treatment of nasal bone fracture; with stabilization
T032,Organism Attribute
74245,"Radiologic examination, gastrointestinal tract, upper; with small intestine, includes multiple serial images"
1014097,Excision or curettage of bone cyst or benign tumor of metacarpal
1022226,"Transcatheter mitral valve repair, percutaneous approach, including transseptal puncture when performed"
36471,"Injection of sclerosant; multiple incompetent veins (other than telangiectasia), same leg"
33369,"Transcatheter aortic valve replacement (TAVR/TAVI) with prosthetic valve; cardiopulmonary bypass support with central arterial and venous cannulation (eg, aorta, right atrium, pulmonary artery) (List separately in addition to code for primary procedure)"
1008615,Scrotoplasty
62,Two Surgeons
81408,"Molecular pathology procedure, Level 9"
1029969,HLA Typing
92019,"Ophthalmological examination and evaluation, under general anesthesia, with or without manipulation of globe for passive range of motion or other manipulation to facilitate diagnostic examination; limited"
50695,"Placement of ureteral stent, percutaneous, including diagnostic nephrostogram and/or ureterogram when performed, imaging guidance (eg, ultrasound and/or fluoroscopy), and all associated radiological supervision and interpretation; new access, with separate nephrostomy catheter"
00164,"Anesthesia for procedures on nose and accessory sinuses; biopsy, soft tissue"
81507,"Fetal aneuploidy (trisomy 21, 18, and 13) DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy"
15156,"Tissue cultured skin autograft, face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits; additional 1 sq cm to 75 sq cm (List separately in addition to code for primary procedure)"
46275,Surgical treatment of anal fistula (fistulectomy/fistulotomy); intersphincteric
78267,"Urea breath test, C-14 (isotopic); acquisition for analysis"
3351F,Negative screen for depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
63275,"Laminectomy for biopsy/excision of intraspinal neoplasm; extradural, cervical"
19085,"Biopsy, breast, with placement of breast localization device(s) (eg, clip, metallic pellet), when performed, and imaging of the biopsy specimen, when performed, percutaneous; first lesion, including magnetic resonance guidance"
1004721,"Transfer or transplant of tendon, palmar"
15787,Abrasion; each additional 4 lesions or less (List separately in addition to code for primary procedure)
1012116,Hemolysins and agglutinins
3117F,Heart failure disease specific structured assessment tool completed (HF)
0514F,Plan of care for elevated hemoglobin level documented for patient receiving Erythropoiesis-Stimulating Agent therapy (ESA) (CKD)
33468,Tricuspid valve repositioning and plication for Ebstein anomaly
24665,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed"
44207,"Laparoscopy, surgical; colectomy, partial, with anastomosis, with coloproctostomy (low pelvic anastomosis)"
1021894,Federally Qualified Health Center
23505,Closed treatment of clavicular fracture; with manipulation
44010,"Duodenotomy, for exploration, biopsy(s), or foreign body removal"
27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation
1004872,"Excision of bone cyst or benign tumor, wing of ilium, symphysis pubis, or greater trochanter of femur"
62115,"Reduction of craniomegalic skull (eg, treated hydrocephalus); not requiring bone grafts or cranioplasty"
60254,"Thyroidectomy, total or subtotal for malignancy; with radical neck dissection"
34451,"Thrombectomy, direct or with catheter; vena cava, iliac, femoropopliteal vein, by abdominal and leg incision"
81183,"ATXN10 (ataxin 10) (eg, spinocerebellar ataxia) gene analysis, evaluation to detect abnormal (eg, expanded) alleles"
31627,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with computer-assisted, image-guided navigation (List separately in addition to code for primary procedure[s])"
1014263,Procainamide
1008168,Surgical Procedures on the Ureter
87471,"Infectious agent detection by nucleic acid (DNA or RNA); Bartonella henselae and Bartonella quintana, amplified probe technique"
47554,"Biliary endoscopy, percutaneous via T-tube or other tract; with removal of calculus/calculi"
85610,Prothrombin time
29873,"Arthroscopy, knee, surgical; with lateral release"
88152,"Cytopathology, slides, cervical or vaginal; with manual screening and computer-assisted rescreening under physician supervision"
26852,"Arthrodesis, metacarpophalangeal joint, with or without internal fixation; with autograft (includes obtaining graft)"
76101,"Radiologic examination, complex motion (ie, hypercycloidal) body section (eg, mastoid polytomography), other than with urography; unilateral"
00908,Anesthesia for; perineal prostatectomy
57107,"Vaginectomy, partial removal of vaginal wall; with removal of paravaginal tissue (radical vaginectomy)"
1009921,Prophylaxis Procedures on the Retina or Choroid
1006479,Transluminal Angioplasty Procedures on Arteries and Veins
51550,"Cystectomy, partial; simple"
28062,"Fasciectomy, plantar fascia; radical (separate procedure)"
74340,"Introduction of long gastrointestinal tube (eg, Miller-Abbott), including multiple fluoroscopies and images, radiological supervision and interpretation"
1008011,"Repair initial inguinal hernia, age 5 years or older"
01670,Anesthesia for all procedures on veins of shoulder and axilla
61533,"Craniotomy with elevation of bone flap; for subdural implantation of an electrode array, for long-term seizure monitoring"
1027649,Emergency Department Services (Add-on Table)
1010115,Surgical Procedures on the Auditory System
61760,Stereotactic implantation of depth electrodes into the cerebrum for long-term seizure monitoring
11313,"Shaving of epidermal or dermal lesion, single lesion, face, ears, eyelids, nose, lips, mucous membrane; lesion diameter over 2.0 cm"
1003196,Shaving of Epidermal or Dermal Lesions Procedures
19368,"Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site; with microvascular anastomosis (supercharging)"
1013829,Preventive Medicine Services
50900,"Ureterorrhaphy, suture of ureter (separate procedure)"
27412,"Autologous chondrocyte implantation, knee"
1009979,Retrobulbar injection
4300F,Patient receiving warfarin therapy for nonvalvular atrial fibrillation or atrial flutter (AFIB)
41874,"Alveoloplasty, each quadrant (specify)"
87561,"Infectious agent detection by nucleic acid (DNA or RNA); Mycobacteria avium-intracellulare, amplified probe technique"
0163T,"Total disc arthroplasty (artificial disc), anterior approach, including discectomy to prepare interspace (other than for decompression), each additional interspace, lumbar (List separately in addition to code for primary procedure)"
84540,"Urea nitrogen, urine"
11970,Replacement of tissue expander with permanent prosthesis
95783,"Polysomnography; younger than 6 years, sleep staging with 4 or more additional parameters of sleep, with initiation of continuous positive airway pressure therapy or bi-level ventilation, attended by a technologist"
1006999,"Excision of lesion of mucosa and submucosa, vestibule of mouth"
31293,"Nasal/sinus endoscopy, surgical; with medial orbital wall and inferior orbital wall decompression"
1011008,Diagnostic Nuclear Medicine Procedures on the Musculoskeletal System
87661,"Infectious agent detection by nucleic acid (DNA or RNA); Trichomonas vaginalis, amplified probe technique"
25630,"Closed treatment of carpal bone fracture (excluding carpal scaphoid [navicular]); without manipulation, each bone"
84135,Pregnanediol
1035163,"Tangential biopsy of skin (eg, shave, scoop, saucerize, curette)"
61850,"Twist drill or burr hole(s) for implantation of neurostimulator electrodes, cortical"
52341,"Cystourethroscopy; with treatment of ureteral stricture (eg, balloon dilation, laser, electrocautery, and incision)"
35693,Transposition and/or reimplantation; vertebral to subclavian artery
95910,Nerve conduction studies; 7-8 studies
97139,Unlisted therapeutic procedure (specify)
66825,"Repositioning of intraocular lens prosthesis, requiring an incision (separate procedure)"
1005652,"Arthroscopy, knee, surgical"
27185,"Epiphyseal arrest by epiphysiodesis or stapling, greater trochanter of femur"
37799,"Unlisted procedure, vascular surgery"
1018147,Other Procedures of the Hemic or Lymphatic System
77065,"Diagnostic mammography, including computer-aided detection (CAD) when performed; unilateral"
27509,"Percutaneous skeletal fixation of femoral fracture, distal end, medial or lateral condyle, or supracondylar or transcondylar, with or without intercondylar extension, or distal femoral epiphyseal separation"
1009828,Excision Procedures on the Anterior Sclera of the Eye
99226,"Subsequent observation care, per day, for the evaluation and management of a patient, which requires at least 2 of these 3 key components: A detailed interval history; A detailed examination; Medical decision making of high complexity. Counseling and/or coordination of care with other physicians, other qualified health care professionals, or agencies are provided consistent with the nature of the problem(s) and the patient's and/or family's needs. Usually, the patient is unstable or has developed a significant complication or a significant new problem. Typically, 35 minutes are spent at the bedside and on the patient's hospital floor or unit."
44312,Revision of ileostomy; simple (release of superficial scar) (separate procedure)
61312,"Craniectomy or craniotomy for evacuation of hematoma, supratentorial; extradural or subdural"
87482,"Infectious agent detection by nucleic acid (DNA or RNA); Candida species, quantification"
1008413,Excision of urethral diverticulum (separate procedure)
50800,"Ureteroenterostomy, direct anastomosis of ureter to intestine"
1002886,Anesthesia for Procedures on the Spine and Spinal Cord
97039,Unlisted modality (specify type and time if constant attendance)
1005433,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal"
01482,"Anesthesia for open procedures on bones of lower leg, ankle, and foot; radical resection (including below knee amputation)"
1002F,Anginal symptoms and level of activity assessed (NMA-No Measure Associated)
2021F,"Dilated macular or fundus exam performed, including documentation of the presence or absence of macular edema and level of severity of retinopathy (EC)"
1010917,Clinical Intracavitary Radiation Hyperthermia Treatment
01953,"Anesthesia for second- and third-degree burn excision or debridement with or without skin grafting, any site, for total body surface area (TBSA) treated during anesthesia and surgery; each additional 9% total body surface area or part thereof (List separately in addition to code for primary procedure)"
89343,Storage (per year); sperm/semen
81292,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis"
38555,"Excision of cystic hygroma, axillary or cervical; with deep neurovascular dissection"
1005750,"Control nasal hemorrhage, posterior, with posterior nasal packs and/or cautery, any method"
31605,"Tracheostomy, emergency procedure; cricothyroid membrane"
25922,Disarticulation through wrist; secondary closure or scar revision
88130,Sex chromatin identification; Barr bodies
3354F,Clinically significant depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD)
29851,"Arthroscopically aided treatment of intercondylar spine(s) and/or tuberosity fracture(s) of the knee, with or without manipulation; with internal or external fixation (includes arthroscopy)"
54699,"Unlisted laparoscopy procedure, testis"
22901,"Excision, tumor, soft tissue of abdominal wall, subfascial (eg, intramuscular); 5 cm or greater"
1007721,Surgical treatment of anal fistula (fistulectomy/fistulotomy)
0517F,Glaucoma plan of care documented (EC)
58323,Sperm washing for artificial insemination
1004279,Surgical Procedures on the Humerus (Upper Arm) and Elbow
1002995,Anesthesia for open procedures involving hip joint
25650,Closed treatment of ulnar styloid fracture
42650,Dilation salivary duct
45397,"Laparoscopy, surgical; proctectomy, combined abdominoperineal pull-through procedure (eg, colo-anal anastomosis), with creation of colonic reservoir (eg, J-pouch), with diverting enterostomy, when performed"
99500,"Home visit for prenatal monitoring and assessment to include fetal heart rate, non-stress test, uterine monitoring, and gestational diabetes monitoring"
1007226,"Total or near total esophagectomy, with thoracotomy"
3472F,"Rheumatoid arthritis (RA) disease activity, high (RA)"
1015043,Written Report(s) (Radiology)
52010,"Cystourethroscopy, with ejaculatory duct catheterization, with or without irrigation, instillation, or duct radiography, exclusive of radiologic service"
43830,"Gastrostomy, open; without construction of gastric tube (eg, Stamm procedure) (separate procedure)"
1008245,Excision Procedures on the Bladder
1010135,Removal foreign body from external auditory canal
47532,"Injection procedure for cholangiography, percutaneous, complete diagnostic procedure including imaging guidance (eg, ultrasound and/or fluoroscopy) and all associated radiological supervision and interpretation; new access (eg, percutaneous transhepatic cholangiogram)"
1020527,Incision for implantation of neurostimulator electrode array
35905,Excision of infected graft; thorax
M2,Medicare secondary payer (msp)
86920,Compatibility test each unit; immediate spin technique
90288,"Botulism immune globulin, human, for intravenous use"
6110F,Counseling provided regarding risks of driving and the alternatives to driving (DEM)
28092,"Excision of lesion, tendon, tendon sheath, or capsule (including synovectomy) (eg, cyst or ganglion); toe(s), each"
1012204,Infectious agent antigen detection by immunofluorescent technique
1011190,ACTH stimulation panel
00792,Anesthesia for intraperitoneal procedures in upper abdomen including laparoscopy; partial hepatectomy or management of liver hemorrhage (excluding liver biopsy)
1007878,Excision Procedures on the Biliary Tract
23077,"Radical resection of tumor (eg, sarcoma), soft tissue of shoulder area; less than 5 cm"
96152,"Health and behavior intervention, each 15 minutes, face-to-face; individual"
1007549,"Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations)"
27604,"Incision and drainage, leg or ankle; infected bursa"
15860,"Intravenous injection of agent (eg, fluorescein) to test vascular flow in flap or graft"
1013619,Assembly and operation of pump with oxygenator or heat exchanger (with or without ECG and/or pressure monitoring)
1004F,Clinical symptoms of volume overload (excess) assessed (NMA-No Measure Associated)
66920,Removal of lens material; intracapsular
87274,Infectious agent antigen detection by immunofluorescent technique; Herpes simplex virus type 1
0011U,"Prescription drug monitoring, evaluation of drugs present by LC-MS/MS, using oral fluid, reported as a comparison to an estimated steady-state range, per date of service including all drug compounds and metabolites"
27284,"Arthrodesis, hip joint (including obtaining graft)"
43325,"Esophagogastric fundoplasty, with fundic patch (Thal-Nissen procedure)"
0404T,"Transcervical uterine fibroid(s) ablation with ultrasound guidance, radiofrequency"
U8,"Medicaid level of care 8, as defined by each state"
1003609,Other Procedures on the Integumentary System
1012350,"Necropsy (autopsy), gross examination only"
30420,"Rhinoplasty, primary; including major septal repair"
90707,"Measles, mumps and rubella virus vaccine (MMR), live, for subcutaneous use"
88148,"Cytopathology smears, cervical or vaginal; screening by automated system with manual rescreening under physician supervision"
93531,"Combined right heart catheterization and retrograde left heart catheterization, for congenital cardiac anomalies"
1013197,Non-Invasive Extremity Venous Studies (Including Digits)
70110,"Radiologic examination, mandible; complete, minimum of 4 views"
50593,"Ablation, renal tumor(s), unilateral, percutaneous, cryotherapy"
1027654,Home Services (New Patient) (Add-on Table)
82585,Cryofibrinogen
95165,Professional services for the supervision of preparation and provision of antigens for allergen immunotherapy; single or multiple antigens (specify number of doses)
VP,Aphakic patient
TS,Follow-up service
25112,"Excision of ganglion, wrist (dorsal or volar); recurrent"
94005,"Home ventilator management care plan oversight of a patient (patient not present) in home, domiciliary or rest home (eg, assisted living) requiring review of status, review of laboratories and other studies and revision of orders and respiratory care plan (as appropriate), within a calendar month, 30 minutes or more"
35302,"Thromboendarterectomy, including patch graft, if performed; superficial femoral artery"
38550,"Excision of cystic hygroma, axillary or cervical; without deep neurovascular dissection"
1014241,"Construction of intermarginal adhesions, median tarsorrhaphy, or canthorrhaphy"
31600,"Tracheostomy, planned (separate procedure)"
10120,"Incision and removal of foreign body, subcutaneous tissues; simple"
70210,"Radiologic examination, sinuses, paranasal, less than 3 views"
44604,"Suture of large intestine (colorrhaphy) for perforated ulcer, diverticulum, wound, injury or rupture (single or multiple perforations); without colostomy"
53210,"Urethrectomy, total, including cystostomy; female"
95816,Electroencephalogram (EEG); including recording awake and drowsy
55899,"Unlisted procedure, male genital system"
28285,"Correction, hammertoe (eg, interphalangeal fusion, partial or total phalangectomy)"
80320,Alcohols
00561,"Anesthesia for procedures on heart, pericardial sac, and great vessels of chest; with pump oxygenator, younger than 1 year of age"
33234,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular"
43848,"Revision, open, of gastric restrictive procedure for morbid obesity, other than adjustable gastric restrictive device (separate procedure)"
38747,"Abdominal lymphadenectomy, regional, including celiac, gastric, portal, peripancreatic, with or without para-aortic and vena caval nodes (List separately in addition to code for primary procedure)"
81001,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; automated, with microscopy"
1014170,"Ureteral endoscopy through established ureterostomy, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service"
43651,"Laparoscopy, surgical; transection of vagus nerves, truncal"
0479T,"Fractional ablative laser fenestration of burn and traumatic scars for functional improvement; first 100 cm2 or part thereof, or 1% of body surface area of infants and children"
97026,Application of a modality to 1 or more areas; infrared
52,Reduced Services
01992,Anesthesia for diagnostic or therapeutic nerve blocks and injections (when block or injection is performed by a different physician or other qualified health care professional); prone position
54408,"Repair of component(s) of a multi-component, inflatable penile prosthesis"
1010526,"Computed tomography, abdomen"
T043,Cell Function
45384,"Colonoscopy, flexible; with removal of tumor(s), polyp(s), or other lesion(s) by hot biopsy forceps"
1007934,Repair Procedures on the Pancreas
84545,"Urea nitrogen, clearance"
0514T,Intraoperative visual axis identification using patient fixation (List separately in addition to code for primary procedure)
1003972,Closed treatment of mandibular fracture
A1,Dressing for one wound
31298,"Nasal/sinus endoscopy, surgical; with dilation of frontal and sphenoid sinus ostia (eg, balloon dilation)"
0469T,"Retinal polarization scan, ocular screening with on-site automated results, bilateral"
1004842,Incision Procedures on the Pelvis and Hip Joint
90283,"Immune globulin (IgIV), human, for intravenous use"
17108,"Destruction of cutaneous vascular proliferative lesions (eg, laser technique); over 50.0 sq cm"
57510,Cautery of cervix; electro or thermal
1014999,Separate Procedures (Radiology)
48001,"Placement of drains, peripancreatic, for acute pancreatitis; with cholecystostomy, gastrostomy, and jejunostomy"
1014674,"Mohs micrographic technique, including removal of all gross tumor, surgical excision of tissue specimens, mapping, color coding of specimens, microscopic examination of specimens by the surgeon, and histopathologic preparation including routine stain(s) (eg, hematoxylin and eosin, toluidine blue), of the trunk, arms, or legs"
85301,"Clotting inhibitors or anticoagulants; antithrombin III, antigen assay"
24125,Excision or curettage of bone cyst or benign tumor of head or neck of radius or olecranon process; with autograft (includes obtaining graft)
1027832,"Intravascular ultrasound (noncoronary vessel) during diagnostic evaluation and/or therapeutic intervention, including radiological supervision and interpretation"
89230,Sweat collection by iontophoresis
1008132,"Pyeloplasty (Foley Y-pyeloplasty), plastic operation on renal pelvis, with or without plastic operation on ureter, nephropexy, nephrostomy, pyelostomy, or ureteral splinting"
1014783,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open"
67314,"Strabismus surgery, recession or resection procedure; 1 vertical muscle (excluding superior oblique)"
21627,Sternal debridement
88374,"Morphometric analysis, in situ hybridization (quantitative or semi-quantitative), using computer-assisted technology, per specimen; each multiplex probe stain procedure"
27198,"Closed treatment of posterior pelvic ring fracture(s), dislocation(s), diastasis or subluxation of the ilium, sacroiliac joint, and/or sacrum, with or without anterior pelvic ring fracture(s) and/or dislocation(s) of the pubic symphysis and/or superior/inferior rami, unilateral or bilateral; with manipulation, requiring more than local anesthesia (ie, general anesthesia, moderate sedation, spinal/epidural)"
50686,Manometric studies through ureterostomy or indwelling ureteral catheter
80192,"Procainamide; with metabolites (eg, n-acetyl procainamide)"
11644,"Excision, malignant lesion including margins, face, ears, eyelids, nose, lips; excised diameter 3.1 to 4.0 cm"
78457,"Venous thrombosis imaging, venogram; unilateral"
FC,Partial credit received for replaced device
1008179,Introduction Procedures on the Ureter
47141,"Donor hepatectomy (including cold preservation), from living donor; total left lobectomy (segments II, III and IV)"
95811,"Polysomnography; age 6 years or older, sleep staging with 4 or more additional parameters of sleep, with initiation of continuous positive airway pressure therapy or bilevel ventilation, attended by a technologist"
49406,"Image-guided fluid collection drainage by catheter (eg, abscess, hematoma, seroma, lymphocele, cyst); peritoneal or retroperitoneal, percutaneous"
1029723,"Ablation, percutaneous, cryoablation, includes imaging guidance"
94729,"Diffusing capacity (eg, carbon monoxide, membrane) (List separately in addition to code for primary procedure)"
1006359,Surgical Procedures on Arteries and Veins
32800,Repair lung hernia through chest wall
1014176,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service"
78491,"Myocardial imaging, positron emission tomography (PET), perfusion; single study at rest or stress"
80338,"Antidepressants, not otherwise specified"
1005475,"Closed treatment of fracture great toe, phalanx or phalanges"
72070,"Radiologic examination, spine; thoracic, 2 views"
1005199,"Repair, flexor tendon, leg"
1008022,Repair recurrent femoral hernia
67912,"Correction of lagophthalmos, with implantation of upper eyelid lid load (eg, gold weight)"
87190,"Susceptibility studies, antimicrobial agent; mycobacteria, proportion method, each agent"
75563,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences; with stress imaging"
42890,Limited pharyngectomy
92563,Tone decay test
1010849,Therapeutic radiology simulation-aided field setting
33852,Repair of hypoplastic or interrupted aortic arch using autogenous or prosthetic material; without cardiopulmonary bypass
LL,Lease/rental (use the 'll' modifier when dme equipment rental is to be applied against the purchase price)
1010911,"Hyperthermia, externally generated"
25927,Transmetacarpal amputation
81420,"Fetal chromosomal aneuploidy (eg, trisomy 21, monosomy X) genomic sequence analysis panel, circulating cell-free fetal DNA in maternal blood, must include analysis of chromosomes 13, 18, and 21"
64772,"Transection or avulsion of other spinal nerve, extradural"
61751,"Stereotactic biopsy, aspiration, or excision, including burr hole(s), for intracranial lesion; with computed tomography and/or magnetic resonance guidance"
35721,"Exploration (not followed by surgical repair), with or without lysis of artery; femoral artery"
RB,"Replacement of a part of a dme, orthotic or prosthetic item furnished as part of a repair"
22590,"Arthrodesis, posterior technique, craniocervical (occiput-C2)"
86382,"Neutralization test, viral"
43212,"Esophagoscopy, flexible, transoral; with placement of endoscopic stent (includes pre- and post-dilation and guide wire passage, when performed)"
90702,"Diphtheria and tetanus toxoids adsorbed (DT) when administered to individuals younger than 7 years, for intramuscular use"
21330,"Open treatment of nasal fracture; complicated, with internal and/or external skeletal fixation"
88143,"Cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation; with manual screening and rescreening under physician supervision"
1015085,Fluoroscopic Guidance
1003978,Open treatment of mandibular fracture
90999,"Unlisted dialysis procedure, inpatient or outpatient"
86706,Hepatitis B surface antibody (HBsAb)
28280,"Syndactylization, toes (eg, webbing or Kelikian type procedure)"
61524,"Craniectomy, infratentorial or posterior fossa; for excision or fenestration of cyst"
43843,"Gastric restrictive procedure, without gastric bypass, for morbid obesity; other than vertical-banded gastroplasty"
26843,"Arthrodesis, carpometacarpal joint, digit, other than thumb, each"
44403,Colonoscopy through stoma; with endoscopic mucosal resection
27403,"Arthrotomy with meniscus repair, knee"
1027852,"Hereditary colon cancer disorders (eg, Lynch syndrome, PTEN hamartoma syndrome, Cowden syndrome, familial adenomatosis polyposis)"
28088,"Synovectomy, tendon sheath, foot; extensor"
1007664,Excisional Laparoscopic Procedures on the Rectum
87073,"Culture, bacterial; quantitative, anaerobic with isolation and presumptive identification of isolates, any source except urine, blood or stool"
83775,Malate dehydrogenase
1006477,Angioscopy Procedures on Arteries and Veins
35525,"Bypass graft, with vein; brachial-brachial"
1019020,"Stereotactic Radiosurgery (Cranial) Procedures on the Skull, Meninges, and Brain"
52332,"Cystourethroscopy, with insertion of indwelling ureteral stent (eg, Gibbons or double-J type)"
1014978,Chief Complaint
90685,"Influenza virus vaccine, quadrivalent (IIV4), split virus, preservative free, 0.25 mL dosage, for intramuscular use"
77387,"Guidance for localization of target volume for delivery of radiation treatment, includes intrafraction tracking, when performed"
86816,"HLA typing; DR/DQ, single antigen"
GR,"This service was performed in whole or in part by a resident in a department of veterans affairs medical center or clinic, supervised in accordance with va policy"
19285,"Placement of breast localization device(s) (eg, clip, metallic pellet, wire/needle, radioactive seeds), percutaneous; first lesion, including ultrasound guidance"
4274F,Influenza immunization administered or previously received (HIV) (P-ESRD)
34848,"Endovascular repair of visceral aorta and infrarenal abdominal aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) with a fenestrated visceral aortic endograft and concomitant unibody or modular infrarenal aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed; including four or more visceral artery endoprostheses (superior mesenteric, celiac and/or renal artery[s])"
97535,"Self-care/home management training (eg, activities of daily living (ADL) and compensatory training, meal preparation, safety procedures, and instructions in use of assistive technology devices/adaptive equipment) direct one-on-one contact, each 15 minutes"
81383,"HLA Class II typing, high resolution (ie, alleles or allele groups); one allele or allele group (eg, HLA-DQB1*06:02P), each"
99217,"Observation care discharge day management (This code is to be utilized to report all services provided to a patient on discharge from outpatient hospital ""observation status"" if the discharge is on other than the initial date of ""observation status."" To report services to a patient designated as ""observation status"" or ""inpatient status"" and discharged on the same date, use the codes for Observation or Inpatient Care Services [including Admission and Discharge Services, 99234-99236 as appropriate.])"
91035,"Esophagus, gastroesophageal reflux test; with mucosal attached telemetry pH electrode placement, recording, analysis and interpretation"
1009416,Anterior or Anterolateral Approach for Extradural Exploration/Decompression Procedures on the Spine and Spinal Cord
20660,"Application of cranial tongs, caliper, or stereotactic frame, including removal (separate procedure)"
49611,Repair of omphalocele (Gross type operation); second stage
15277,"Application of skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children"
99495,"Transitional Care Management Services with the following required elements: Communication (direct contact, telephone, electronic) with the patient and/or caregiver within 2 business days of discharge Medical decision making of at least moderate complexity during the service period Face-to-face visit, within 14 calendar days of discharge"
1009733,Enucleation of eye
82157,Androstenedione
1014508,Composite Measures
1014196,"Colposcopy of the entire vagina, with cervix if present"
43647,"Laparoscopy, surgical; implantation or replacement of gastric neurostimulator electrodes, antrum"
30915,Ligation arteries; ethmoidal
1020938,Revision or removal of carotid sinus baroreflex activation device
57540,"Excision of cervical stump, abdominal approach"
57307,"Closure of rectovaginal fistula; abdominal approach, with concomitant colostomy"
63170,"Laminectomy with myelotomy (eg, Bischof or DREZ type), cervical, thoracic, or thoracolumbar"
